reviewId,content,score
6823b760-6113-40f9-b041-1810841a920a,Idk,5
4f8f1f1d-1638-4e25-8a1a-8cbb9f2b20af,fk u,1
52826c66-7407-4bfe-b72d-742b824ff1e9,musk should buy it,1
be0c15ca-c5c2-438b-bca0-8413b5df48ca,thank you so much,5
67b30c78-fc74-49a5-8db8-fb5f1c904b26,pangit ng update mo,1
24a11393-88ff-4d4b-b14d-30986dca082a,"Issues keep randomly popping up. No major issues, but things like not being able to watch friends memories, and the like.",3
9864d754-a7ac-4dc9-8df4-90ab28fce03d,Good,5
e5dfb9e9-54eb-49e7-a26f-8ff9f551ca6d,perfect apps,5
b256f259-96af-45dd-b4fd-e5adbe60909d,Danaïka françois,3
c2595239-a97d-4a74-9378-05dc4ce430e1,so beautiful so any game that's looking wow 🙀,5
27a9687e-7ad9-4895-a0df-1a1e81725252,"Plan for at least a four hour stop to see everything. Jam packed with exhibits and information. If you’re a history buff, you'll be in heaven.",5
61d246a6-5218-4dab-9016-6c08fe67a771,Grandkids... Kayla & John and my Great Grandson Brayden!!! Love you all!!! 💙💙💙,5
f58ed797-99e4-4247-afc3-260208396a21,❤️❤️❤️❤️❤️,5
bdf59eb2-1667-4df9-b351-e3b829ee2f39,good,5
624ca108-8b20-4d8e-95b7-9752dfcb7566,"Literally the instant you try to make an account (before you read or wire a post), they permaban you. Lol.",1
2dfef6c7-edb8-4084-be94-6ce8cc187296,FABULOUS,5
3ecda028-eee6-4f8a-bccf-d780273487ef,Very God bless you all best wishes,5
86ef43c1-6333-45b1-8931-0619ab0908f8,good,5
4ff70320-d7ea-49d4-9f6e-bc398792220b,Mohit MR raj,1
b26f2473-c524-4039-b062-c03ab95c0e5e,", v",5
26d01029-0485-495e-87f5-060f2bd021b6,It destroyed Democracy and has endangered the world.,1
c116d6b9-43ef-462e-90c9-35480ed846dd,Ankus,5
7742b77f-3326-4be6-99bd-eeaee2803e94,Good,5
7bf6c309-6531-4439-9638-8c166d78ec61,none,5
8be1bf76-c7af-4b9c-b14f-5805a67ec9fa,please come back my account this is important for mer for my small online selling 🥺,3
961ac575-63b6-4b43-adfd-e241107f9fb0,ABSOLUTELY STUNNING CLOTHING,5
6fcb5c21-6de3-4fe8-b0a6-2a8f6050c5e1,❤,5
4000d121-8548-4374-aa71-0e3834fbdacc,akash babu,1
ffc7a16f-f655-43cf-8198-979b74746f51,Rate this app,5
e53f9451-7289-4284-8337-82fe09ab2ddc,Nice,3
fe5ec464-d9d1-4d80-8552-437c285035b9,The best chatting app,5
6738a19b-81e6-4421-b97d-f9bdc8a0e7fb,Soliddddd kagabe,5
6d6db665-01ec-44c8-a859-569fc7770c7c,best of india,5
67486336-b682-4193-a86e-5328e01682de,very funny 😂,5
11627b42-cc5a-4910-8d92-9528a4a7ed61,good,5
40025341-5be3-44df-9a47-eef1c4f86cc5,Swapnil,5
b057192c-94eb-4dfb-a3fb-67f2bc47d2a6,just waiting for the .01 items with no catch,5
adc69a70-f679-4982-bd25-e5c8f6617cce,Nice This app,5
5221ec8d-ef5f-43a0-8f3e-86ecf0113236,"Comment broken. Keeps defaulting to ""most relevant"" and claims there are no comments. When I select ""all comments"" it fixes the issue. I have to do this for every video or reel I watch. Garbage",1
a6a3cf64-6328-4080-aaae-859d95c378f9,Good,5
cd69476a-301c-498b-93e0-637b6b4c370d,I hate fb with want connect to my sweet escape game anymore,1
15c82d50-c16f-4ec7-87b7-1ea528691205,"I have auto play videos marked as off, yet videos still autoplay on my phone.",1
002f86b5-8c73-4a07-8912-fe517a3b810a,good,5
e8d79852-698b-4094-a66e-833a39eea952,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5
6d226bf4-5462-4d86-83e9-d3696fca1d03,Good,4
1ac66951-da54-4a66-8ca8-94236c7f2bab,billal,2
63383e94-d527-44b3-b7c4-2b36bf4bf99e,"Can't login in my account, because I changed my old Hotmail and now the old one is the ""recovery"" one🤡 I can't access it🤡",1
25824481-ac66-4c56-bf2b-adf08d9715d0,Awesome,5
f9f934d7-c7ef-480f-9f3d-9a0842f491ed,"I love it, still. I guess that I'm old-fashioned.",5
11a6ae0e-cb71-4d0b-9bdd-56a8cbef54d4,୍।ଧ,5
842005a5-d43a-4c34-bf1e-3d6ad684bceb,good,5
58bee586-613f-4246-924c-e0db52d4b017,oki,5
764f66c7-a531-4542-aec7-f29ff76b955b,So disappointed that my ePhil ID can't verify to get my verified badge.,1
4d898392-b173-4fa7-857c-9af5b0450e03,Good 👍,5
7e7ac81e-9ee3-4367-893d-b45fd231e05a,Wow,5
628f9a6c-f7ed-4a86-8adf-91fe95dd8fdc,Good app,5
f2a39e0a-d086-41b1-9276-aab7d0d469e4,Mark Zuckerberg will you marry my sister grandson Erik Ramon Calderon Sr.2nd,5
db0fc23d-8402-469f-959e-6e9c23ddb725,good,5
8e3e7846-b7b6-4bc9-919c-56519b8cedb1,I hate their inhumane rules 😠,1
676cbafc-43c0-473a-aebb-b4ddcc61c82b,nice,5
1ebc84ee-e5a0-477f-8b6e-4e21d16a27c8,Jitendra Yadav,2
6122e50b-3191-4bb9-84a7-9d045bc301c8,Ok,5
40d226f9-5da6-4fe3-85e9-37f7bc3dd933,smoking in a jim carey voice,5
edaec4fc-27cd-4682-9a0b-4098542fc981,good,5
fcd83d28-f8de-4496-9c25-8f625025ecbc,good 👍,5
6cc075b0-6924-4c89-afd9-c7aeb65ecdfd,aadil ansari,1
e0ff7c7c-97b7-4003-8382-043c3cdf0221,I love❤ family👪 and Facebook,5
0b4e58d7-1105-4eec-900b-bbcdc85f5b19,so much,5
bc2a8876-3f32-4368-85f7-edc4af64b174,"Hey.... you know Mark Zuckerberg, Facebook is feeling a bit stale. Let's make it more engaging and user-friendly when it comes to writing, customizing, and reading posts. Imagine being able to fully customize the look of our posts, from choosing colors to setting text direction. Imagine backgrounds that automatically adjust to the size of the text, making reading easier on all screens. Let's turn Facebook into a place where we can express ourselves creatively and enjoy the experience",1
78da068d-6157-41ea-ab2c-6ff52ae1c98f,good app,5
fe33b7f0-5ea7-4cd5-8a57-d909640bcedc,good,5
7957d338-8c1c-481e-b680-ec60b6530e92,Always get such a laugh out of these,5
48e9ebee-a21a-4624-be23-5da1277dc02f,I don't understand why everyone needs to know who I am. just because I'm giving an opinion. it's mine and done.,1
647a2aa5-af1d-4c8e-8ee6-122787ce38a8,L 1 Can,2
26c1c7e3-d1a9-4d25-a11a-eb5044adaa3c,friend request is not sending from me Plz senction,4
7bba5b5a-7844-4b5b-9cf2-76dc25c5f1fe,امجد,5
ba65868e-1c9f-4acb-9d7e-de3d833b05e5,nice,3
febf3431-dc09-40ae-8d74-44a4ae9774d1,Almost impossible to delete an account. Should be a main setting. I search it can't find it. This is absolutely ridiculous. If I don't want an account why can't I delete it? Also why do I have to redo my passwords to delete comments in bulk but not individually? Honestly I'd fire who's ever idea those were. Lack of common sense.,1
57baf475-d911-404d-9452-719447483f67,wit wit,5
bec928ae-abb5-48fe-b240-a7a29e34b367,it's aight,4
25001bb6-57db-443e-a5aa-4ef1b26919ba,Good,5
87eb3389-0791-4ed9-bce9-bed79557c8e3,e paid TU meta...,5
2a19c8fa-0886-4ac8-ba3e-63674233a3a2,great app,4
55f6e090-bb0f-4ee8-9333-9870abf14cbb,it's the greatest,5
24785156-1fe6-4437-9160-a3415773a35e,Make an fresh account and it already got suspended? What is this?,1
e17d165d-a2af-4415-9efb-f3ba517b203e,nice,5
68fc5a8b-6f7d-4605-9406-53bc82c36ebe,very good,5
94764c70-5854-4df0-9bee-c20ca807221f,I lik e fb,5
29e23e2f-f4c7-413a-809e-89e42701be1a,Horrible FB owner. Complete leftist liar!,1
5179f7a8-4753-4e9e-893f-a795e735ddb0,"I am not happy with there dating app. So many people from other countries getting on the app asking for gift cards. Are they aren't in the United States at all. I had a man on Instagram scam me out of thousand of dollars. These apps needs to protect there users better. Now I have men claiming to be in the military asking for cards. And men from jail that aren't supposed to have phones. I closed my profile for these reason's. I don't want google sharing my searches to Facebook, Instagram.",3
6ed6fd61-7c3c-4e93-b66e-a841cde44fd8,Good,5
0cf85d04-cb5e-4ba3-8bbc-079d4b37f00f,good 👍 🦸‍♂️ 🦸‍♀️ 🧧 🤞 🤳 👍 🦸‍♂️ 🦸‍♀️ 🧧 🤞 🤳 👍 🦸‍♂️ 🦸‍♀️ 🧧,5
1ab15bf3-6c23-4c5b-98d8-38d8baccfdb5,great job Facebook,5
e77f2366-8904-45f6-a523-01f0c9043559,why... its no ones business,1
4de3539e-0202-4bf2-be87-b5b2f52d42ee,excellent 👌 safe and secure,5
14995f5f-b452-47aa-9816-dee4555beff7,Too many ads,1
cb3e6153-47a6-4912-b1d9-ca7babe629a4,hey please tell facebook stop showing me fake profiles all the profiles I have seen on facebook all are fake please fix the problem I am tired of this all time is the same thing please fix the problems now thanks facebook,5
50b065cd-616b-4d11-a397-594045ec057a,Ok,5
9bb18ec8-4b2a-4b79-a20b-1b4ba3d6d4ff,app come from shet,1
e5ba15f0-eaec-4b19-bf11-5eea0f2bfc94,I love you BABAR KING 👑👑👑,5
3477108c-be86-4183-be6c-3918bf1301ef,Marketplace inaccessible. Many of us left without Marketplace. Fix it. NOVEMBER 14TH MY MARKETPLACE DISAPPEARED AGAIN,1
2e710ea4-40c2-4b7f-b068-60bff9032c66,Nice,5
d90c8e06-b610-466e-b87a-eec8520d24ff,good,1
2ea94347-7f0a-430f-973d-78c01d3f6313,varry bad sarvis,1
cd129c05-e39e-4057-b065-53b333eec24b,good,3
1bd71c51-da36-4025-8a64-d80da46dde8b,This is f'd up that I have to download the app in order to see this. It's like a freaking virus,1
a9056eeb-feaf-449a-bbac-0b9228b8ae54,Need to close down all pages that promote hate and lies. Stop allowing scammers and thieves.,1
b40afd6f-bcf5-43af-984f-f6fbe523e998,good,5
137870c5-d0b6-4913-bd26-86222fb4f444,good,5
10d05b97-873c-4af3-8c9f-266980d6f4a2,Kk no 3 Wa 2,5
d9770922-3469-4d53-98c3-2cd3e8e42be3,good very good,5
34d185d3-cfbc-490f-8b6f-0dba02484628,Facebook is the best,2
9a52c70f-03c2-4f1d-b9ab-07283b7888ef,Good,5
1c98611c-e0e3-4e92-8777-16d1a8d58e24,Excellent service Excellent concern assist on all tennents needs and listen to all issues and are EMIENTLY assisting issues they are COMENDABLE n Debra is STRICK STERN n concerned about all issues even on her day off a tennent was sock n his care provider call the office n Ms Debra went to check on the client that's not friendly as Chris said that's concern for the property we feel it's COMENDABLE N Grwat Work Monarch keep it going Excellent trademarks is what builds growth to our communities,5
8fed5cf2-82e4-439a-9e15-40239c31834d,Naic,5
9d69a4f0-17b9-4e43-be91-5a3f7eee3eb1,So I can send,2
1e52069e-43f0-4383-8b67-37ccf85dad64,zuou look so gorgeous,5
bf5d4638-a573-4ef8-a1af-99a7b0978493,Ok,5
db38af35-6cd2-45f0-bb8b-4f5e1831644e,Good,5
164a2cd1-a4a1-4e83-aebe-f73f8243b379,QQ po hii sir hai to,1
3ff7a18b-23be-4e29-b70d-45a254465aad,رائع جدَا,5
acdf1772-18a4-417f-ac6e-55541e823579,very good,5
4d978c0a-211f-4fb7-90aa-44542ce8d641,very nice,5
9d2eba25-575e-4ccd-8ead-042df3d340fd,Good apps,5
bf795e8b-42de-448d-9533-0aeb916597d4,I got the awesome frappe cup and key chains beautiful work guys!!,5
c8508243-e20a-4b22-badb-616c9889bf01,I tried to use Facebook dating and it suck,1
768a8197-0631-437c-a650-cd8388bc028c,good 😊,5
2956ffbf-9ccf-4391-87fb-49719f7141d8,Ei Tha Ain Moe,5
227c92f4-101b-4125-94ab-f05f7bbee25a,very good 😊,5
72cd744f-7d81-40a8-9de3-d41bcb382a1f,Can no longer save photos or take screenshots with the latest update,1
0f82214b-368f-403e-8fdc-655045af9886,love my facebook,5
25bed16e-81c3-4573-abef-d42ef259afbf,i can't support me,5
42d969f2-169b-43f1-a3dd-9aaf524391b0,its nice,3
04ed5c60-38ad-4c50-96ac-1058452ad6e0,"Facebook is joking with me, this is the 2nd time they suspended my account in a week and also returned my account after I sed a request to review because I did follow the rules and regulations, what is the meaning of this, now it's possible that they reply in this review with their automated response system without even knowing that there service is getting more and more weird everyday 😕😕😕",1
6ff9e05f-2f78-4be4-93b4-fab5cc89daf2,Ramadan Yaya umar,5
b2ef1eec-a642-4276-858c-c80cf4c6081c,Tikeshwar.piakara,5
571454bd-c766-4f0f-b3b7-f31f3a24bae2,I cant live on my facebook account,1
3db7de35-8ec9-401e-b23d-a2c12b815beb,Good night my online friends,5
3059295f-8ec6-40c5-86d7-b059604331e3,🥰🥰🥰🥰🥰❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🥰🥰🤩🥰🤩🤩😍😚😚😚😘😘😚🥰😍🤩🤩🤩😍😘😘🥰😍😍😘🥰🥰😍🥰🥰😍😍😘😍🥰🥰🤩🤩😘😍😍🥰🥰🥰🌹🤩🤩😍😍🥰🤩👑🤣📕😚❤️👑🤩😍😍😘❤️👑👑😘🤩🤣😘❤️🤩😚😘😚😘😚😚😚😚❤️👑😘😚🤣😚😘👑😍😍❤️👑🤣😍😍🤩❤️👑🤩😍😚❤️👑🤣😘😍😘❤️❤️😘😘👑❤️😍😍❤️❤️😍😘😚❤️❤️🤣🤩😍😍😘❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😭😭❤️❤️😚😚😚😚😚😚😚😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘🤩🤩😘😘😘🤩😘😘😘😘😘😘😘😘,5
5144e83a-dc62-4965-b16c-89cd1ae68651,thank you,5
48632f59-0590-4db1-9a80-145edb1987cc,Nise,5
a95f1df8-9c66-4b44-8636-dbe86a091a87,"For me I can never get over just how incredibly beautiful Petula Clark CBE is. Petula's smile (if I can borrow a line from a certain song) ""makes the Sun shine brighter than Doris Day."" Her style has always been absolutely impeccable. Petula's stunningly beautiful eyes are so wonderful. Petula Clark is really photogenic and I can not recall ever seeing a bad one.... Ever. For me when it comes to Female Vocalist and Entertainers Petula Clark is the very best of all that I have ever heard.",5
2603a2c2-9f55-45df-b383-d0903910247a,good app,5
2454434e-c6b6-407a-b6b7-a926ffea6c64,"fast, amazing, and very good customer service. Thank you for a job well done ! 👏",5
32d7108e-eb2a-46eb-8db7-b9d3b564d70b,Slow signal always loading,2
0c2b6b5f-ab54-44ec-b281-ab1a47c54bb3,it's a better way to show the secrets of the city's to everyone in the world,5
9a955b7e-b15c-4c2d-8ef0-d29e677dc585,It's good,5
a5a8c1d5-58ed-433b-bc81-233645b62885,good,1
1cf6b815-aa38-4be6-9ab6-2844be26cee5,good,3
ecf83663-4c5f-4844-95f6-6be8bf6ac979,Beautiful App,5
bd19535b-8e0a-458c-824b-cff0647ce38e,"Everything comes late..some comments don't post until hours later. This app sucks so bad. All that money Mark has and he can't even create a decent app. Never updating anything. Everyday my notifications, newfeed hits a snag and don't updating anything. Notifications bar doesn't work. Horrible!!It's getting WORSE...does not update correctly..meaning the feed, you hide something off your feed....I like stories but oh WHY ARE THEY AT THE TOP OF THE SCEEN ACROSS also down the the feed ANNOYING!!!",1
750c9e1a-3a51-4ad2-94e2-ed7e50d5a9be,"from what I see you are a individual very skilled in your craft, all the individuals have been immortalized beautifully ❤️ and someday I will get to have the experience",5
d3af8259-80e2-4d5d-8899-6294d3761b5b,"Hello facebook, I joined you on 2010 or 2011, exactly can't tell. However, earlier I used to watch the post from my friends, family or individual I follow. Now it is only a add business, it is 20 post where I see 18 suggested post from you guys, and 5-6 more that is suggested for you. This platform has been a total irrelevant for me, yet I want to tell you my experience and hope, at least you consider normal people who want to just connect from their family, friends. Be focus on what hou started",1
e27b83e3-8e71-456d-a52a-60336aec7ac5,"""save your login info?"" Blocks the app from being usable, pops up every 2 seconds",1
534677ca-6e0a-46b3-a3cb-1c0fe8574f38,Awesome...,5
fd6400ac-0fc7-4eab-87df-d1a16b73b1f5,Facebook cool,5
5d13f3ad-5362-4f21-8c1d-23c2cf1dcdc7,gooood,5
ea1e858f-b885-4380-8421-f06a897c0400,This site cannot approved to make a new friend lol is used only watching movies and video it's update like Facebook ❌ YouTube ✅,2
8740f513-9024-4a6d-8caf-64a8e45d178d,"This app sucks and blows at the same time. It's quite the feat. Absolute trash fire. Give your balls a tug, Zuck.",1
adf959a2-0c20-46eb-a777-145b45a63637,I still hate Facebook and Meta and always will. I was banned a decade ago. I deleted my account. Found out it's all still there. A decade later and they all have my details. Delete my account and info. ffs.,1
07076eb8-01d7-4928-96a1-82c02b4f867a,So far so good am enjoying the Facebook app joining my property business advert with other real Estate Business organizations.,4
e088369c-c3d5-4123-aa37-2cabb917c389,Llo,2
94444ad5-9ea5-44e9-9976-c477c76b38c4,"Can't use an anonymous comment yet. For some reason, it hasn't been activated with the last update",4
cc1856da-88d2-4fba-89de-a82ff0196884,Baba is fantastic! We are there every week buying bread and goodies! 💝💝💝 I Highly Recommend!!!,5
64c22719-b39a-4c77-ae09-c139fcbc15f3,great,5
9a5be085-a9ff-4b71-8c72-5656686de6b0,Excellent 👍,5
de431891-1deb-4035-b990-90ce128f08c7,best,5
f190fe14-cff5-4bf2-896f-547736f68711,thank you google 👍👍,5
93a93f4b-c034-42ba-8dbb-1830ac112233,good,5
3101f4fb-64b2-4e70-85d1-01e7b1f3683d,good,5
e13c74a4-5074-4367-b894-ca033cfd95df,sy≈ ELAINE SAR3,5
f4b96700-f157-451a-9ef9-44a32167e0f8,Good,5
dba1003d-43f3-4df8-aad4-3c7b32292a3f,Silgrim.sangma .,5
18bb016f-784d-4fd4-84d4-102ac6a28b46,Oppo A12,5
66b20fed-1bac-4ff9-bee1-143d58e6d50b,"Facebook Works, and it helps brings people together. Goodness, I like it because the world is so different nowadays. That's all for now. Peace to you my friends, have a wonderful weekend. ❤️",5
3d36c87a-2768-4c0e-974c-f9ffa54e7a3e,bad,5
addfcc5d-a79d-4445-85e5-3c8426d006da,جيد كتير شكرن🥰🥰🥰🥰,5
7e2c26c2-e5cc-4cad-a3f5-2ae5a12b48ad,My Facebook isn't working,1
bce4a0c9-c204-4854-8140-b0dcabac5bff,Why Am I getting banned making new fb account,1
038a629d-cc36-4c3e-a1dc-5dcd467cd475,Nice app,5
55d77917-6e86-4ecd-b402-699997733d85,"YouTube tv have yet , ok I'll eat t Mobile Alabama store in for your",5
807efa31-7c1c-4e36-b28b-19e15602c768,له خپل ځان څخه لوړې تمې ولره او له نورو څخه کمې. 😇❤️🥀,5
b69660a4-f3b2-49ec-af59-81055577822c,Good,4
fc8c9f2d-cd81-4607-b224-f2ee3024920f,very nice 👍 very good 😊,5
8b6a5892-130b-45e9-96af-a468fbda0641,fact checkers came out when the truth started to be heard #stopthebrainwash,1
351fac8a-3c60-44b4-aa20-8043af0da5b7,my favorite app,4
c2b7c749-2b26-4214-b07d-f1db297c6461,"Ad breaks? Are you serious? This app used to be a social media platform, now is an social ad platform",1
abbaee83-888d-4bd2-ba7b-385e1f690d3a,I feel so happy,5
01df376e-61c0-41a8-a3be-00d3125738e2,Awesome...,5
afdb1417-c275-4b87-9a1e-476f367dee8d,"Practically no posts from friends. Only some random 'suggested' posts, despite having a subscription for an ad-free experience.",1
2290041b-c6a0-47fa-8fc6-b523491544fa,Margaret is just awesome.,5
77905084-7d91-446f-bac1-69a3ee17b5fa,"For a few days now Facebook's in app browser has NOT been working, so I cannot get any of the links I click on. Today, I uninstalled, then reinstalled the app and now I cannot log in. I've done it several times, rebooted my phone too and I keep getting the same message ""Unexpected error occured. Please try logging in again"" Since the update it keeps freezing and crashing. Thought it was my phone but after seeing that it's happening with other ppl, know now for sure that it's the app. Fix it.",1
edf5ca27-ae68-42af-b614-4c59247a346f,I love it ❤️ 😍,5
4c748870-0bb6-4c62-92f0-27238d1d8201,good 😊,5
e80d2b13-89f2-4816-b453-c2efc82a0431,it's a nice app,5
5e361ece-bba6-4a32-a5e9-7196655fc7de,Khushikum,2
5fff3061-01df-4263-9244-133d8c23fe88,I love this website for this is my way of getting to my family and friends,5
1b23860e-f66d-42c5-b8d8-5e5ef0db7bcc,Great,5
73d76646-3ea7-4d13-89c9-2ba0c2173e13,Blessings 💞💞💞,5
3cecf419-e0d3-42a2-8dbb-82c645d18e32,nice app,3
30408aab-7fab-4929-9ab8-09c61d18b2a2,Satisfied,5
1754c31a-a584-4b37-9ddb-c101fb5f9519,"I was trying to change my password, so I tried to send a verification code trough my number and it just never send no mader how much I tried to send it again and now u did it so much that they are limiting my posting and comments because of their fault.",1
e1d522f8-4da3-4dc9-84a5-0d45f9b1a312,good,5
db97b792-f5c1-4460-8c3c-abf993bfdbae,I accidentally uninstall my Facebook account,5
5f40ab3e-0321-4dee-91d6-8e6fabd87fdc,Facebook is the best and it's helpful because I cam communicate with my family,5
15bc4af4-76b8-4d5b-8604-17d23ac8a397,I LOVE IT,5
da601696-de22-4f42-8ca1-7ff103d5c384,gOod page 🇱🇰🇰🇷,5
88d7af93-2be3-416e-b0a7-192ec5be776a,Bappi,5
6bd82702-352f-41a5-ac1d-3af979b98262,Very good,5
14608118-d02c-48db-81a5-2c6be9720796,sabbir,5
1b7b3d87-01f4-4794-ae3a-9de65ee26b8b,The ads on this platform are a complete joke now. With a ratio of 1 post to 1 ad,1
1c404166-b76d-43ae-ba6f-a9575748c5a4,5 stars for sure.,5
3e06b42d-df57-40ac-8798-05cf3e3024e4,Yes righ,5
dce76453-42fc-4480-b67e-7d36c69cbcaa,Cool,5
e3737622-d60b-47a5-92a3-64c28ec4add3,You. Missaleena Lynn singer,3
44aeaefb-f4e8-462a-92fc-d01da0d32df4,New,5
4eb7c153-6270-46c5-be71-46cd7ddf02a1,Now it become advertisement app ... Every where is advertisement now... More then people contents.. Back to back advertisement after every minute in every reel and other video and posts... We need other alternate now bcos this became unbearable now If u r not an advertisement lover...,1
b47cf400-1df6-431d-85a7-14d04da50d56,good,5
c12f11a6-3c7a-4122-94cf-3d3d90c33e92,amazing value for money and speed,5
787a274d-2d85-468d-85b9-38021db3069c,Dhaneshsrma,2
7d499ba3-357c-420b-a2e6-8576c4ce7b2f,maganda sya,5
82197a61-e310-4a0d-8b41-f60a1677ec17,thank you star ✨ ⭐,5
878d84fe-a13e-4135-822e-c80b6d2f3a6b,Zahala nasibu,4
da87aa6c-d7da-4c2b-b7e0-69a801e41041,تمام,5
4d57f60d-5693-417f-b85e-dcd985d69e58,My shared posts and videos keep getting removed it needs to stop.,1
b26cb9d1-c4ef-4a92-8923-e940a3d31803,Not sure as yet wait and see x,3
14088ec5-4071-4fe6-b310-03e7cd0902a3,It's glitches,2
a7104a49-8182-4a7d-9ce8-7917a8916e25,Very good useful app,5
852a9f64-231d-4622-a065-66cf1c0567fe,Good,5
d0f090a1-bf65-4a8e-b80f-d5f3fa017769,Nice Facebook apps,5
906c45f1-1e13-477a-91d4-68cde04f28ce,very good app,4
b8f34d25-36f7-4999-9bfe-3a581dd8e421,T A,5
7cfb3264-8629-4308-b249-026b03bbcc16,Facebook really here it's lying community standards and it's ceo mark Zuckerberg and his evil Asian wife pricella Chan they kiss up now to Trump and Vance too? so Facebook can take a hike to never never land too? I guess they thought it wad funny to let several other news media get away with Trumps liar's too so google this one I'll never use again because it's already hacked me too many times,1
8347939a-4ee5-43d6-b822-5f9532053aae,Face able,5
aa886fc4-ed0f-41f4-b602-cce4f6dcdda5,"""Something went wrong"" , this message is always showing when you report or dislike some page / post...... The fun fact is that ""Facebook"" is still not aware / able to find out these kinds of simple bugs..... Note: I still believe that it's a simple technical error 🤣😂🤣😂",1
c19a94a9-fc9b-4cbd-a70e-011382a6544c,nice,5
